locus_tag	ftype	length_bp	gene	EC_number	COG	product
LEFGBFNB_01381	CDS	597	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
LEFGBFNB_01382	CDS	405				hypothetical protein
LEFGBFNB_01383	CDS	144				hypothetical protein
LEFGBFNB_01384	CDS	270				hypothetical protein
LEFGBFNB_01385	CDS	387				hypothetical protein
LEFGBFNB_01386	CDS	495				hypothetical protein
LEFGBFNB_01387	CDS	276				hypothetical protein
LEFGBFNB_01388	CDS	156				hypothetical protein
LEFGBFNB_01389	CDS	414				hypothetical protein
LEFGBFNB_01390	CDS	171				hypothetical protein
LEFGBFNB_01391	CDS	933		3.5.1.47		N-acetyldiaminopimelate deacetylase
LEFGBFNB_01392	CDS	111				hypothetical protein
LEFGBFNB_01393	CDS	651	liaR_4		COG2197	Transcriptional regulatory protein LiaR
LEFGBFNB_01394	CDS	282	xynB	3.2.1.37		Beta-xylosidase
LEFGBFNB_01395	CDS	342				hypothetical protein
LEFGBFNB_01396	CDS	282				hypothetical protein
LEFGBFNB_01397	CDS	1074	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEFGBFNB_01398	CDS	354			COG2375	putative protein
LEFGBFNB_01399	CDS	504				hypothetical protein
LEFGBFNB_01400	CDS	114				hypothetical protein
LEFGBFNB_01401	CDS	195				hypothetical protein
LEFGBFNB_01402	CDS	186				hypothetical protein
LEFGBFNB_01403	CDS	939				hypothetical protein
LEFGBFNB_01404	CDS	639				hypothetical protein
LEFGBFNB_01405	CDS	255				hypothetical protein
LEFGBFNB_01406	CDS	276				hypothetical protein
LEFGBFNB_01407	CDS	612	fbiB_1	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
LEFGBFNB_01408	CDS	726				hypothetical protein
LEFGBFNB_01409	CDS	780				hypothetical protein
LEFGBFNB_01410	CDS	375	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
LEFGBFNB_01411	CDS	561				hypothetical protein
LEFGBFNB_01412	CDS	480				hypothetical protein
LEFGBFNB_01413	CDS	414				hypothetical protein
LEFGBFNB_01414	CDS	207				hypothetical protein
LEFGBFNB_01415	CDS	1053			COG4962	Putative conjugal transfer protein
LEFGBFNB_01416	CDS	540		2.7.4.-	COG2326	Polyphosphate:AMP/ADP phosphotransferase
LEFGBFNB_01417	CDS	333				hypothetical protein
LEFGBFNB_01418	CDS	756	tyrA	1.3.1.12	COG0287	Prephenate dehydrogenase
LEFGBFNB_01419	CDS	453				hypothetical protein
LEFGBFNB_01420	CDS	312				hypothetical protein
LEFGBFNB_01421	CDS	417				hypothetical protein
LEFGBFNB_01422	CDS	414				hypothetical protein
LEFGBFNB_01423	CDS	444				hypothetical protein
LEFGBFNB_01424	CDS	513				hypothetical protein
LEFGBFNB_01425	CDS	189				hypothetical protein
LEFGBFNB_01426	CDS	222	rnj	3.1.-.-	COG0595	Ribonuclease J
LEFGBFNB_01427	CDS	171				hypothetical protein
LEFGBFNB_01428	CDS	192				hypothetical protein
LEFGBFNB_01429	CDS	246				hypothetical protein
LEFGBFNB_01430	CDS	249				hypothetical protein
LEFGBFNB_01431	CDS	204				hypothetical protein
LEFGBFNB_01432	CDS	453				hypothetical protein
LEFGBFNB_01433	CDS	591				hypothetical protein
LEFGBFNB_01434	CDS	282				hypothetical protein
LEFGBFNB_01435	CDS	408	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
LEFGBFNB_01436	CDS	306				hypothetical protein
LEFGBFNB_01437	CDS	591	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
LEFGBFNB_01438	CDS	129				hypothetical protein
LEFGBFNB_01439	CDS	240				hypothetical protein
LEFGBFNB_01440	CDS	162				hypothetical protein
LEFGBFNB_01441	CDS	111				hypothetical protein
LEFGBFNB_01442	CDS	285				hypothetical protein
LEFGBFNB_01443	CDS	462				hypothetical protein
LEFGBFNB_01444	CDS	282	aroC	4.2.3.5		Chorismate synthase
LEFGBFNB_01445	CDS	246		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
LEFGBFNB_01446	CDS	540				hypothetical protein
LEFGBFNB_01447	CDS	258				hypothetical protein
LEFGBFNB_01448	CDS	456				hypothetical protein
LEFGBFNB_01449	CDS	231				hypothetical protein
LEFGBFNB_01450	CDS	102				hypothetical protein
LEFGBFNB_01451	CDS	156				hypothetical protein
LEFGBFNB_01452	CDS	453		3.4.-.-		putative endopeptidase
LEFGBFNB_01453	CDS	189				hypothetical protein
LEFGBFNB_01454	CDS	198				hypothetical protein
LEFGBFNB_01455	CDS	234				hypothetical protein
LEFGBFNB_01456	CDS	336				hypothetical protein
LEFGBFNB_01457	CDS	384				hypothetical protein
LEFGBFNB_01458	CDS	471				hypothetical protein
LEFGBFNB_01459	CDS	585				hypothetical protein
LEFGBFNB_01460	CDS	159				hypothetical protein
LEFGBFNB_01461	CDS	333				hypothetical protein
LEFGBFNB_01462	tRNA	75				tRNA-Thr(tgt)
LEFGBFNB_01463	CDS	429				hypothetical protein
LEFGBFNB_01464	CDS	192				hypothetical protein
LEFGBFNB_01465	CDS	180				hypothetical protein
LEFGBFNB_01466	CDS	201				hypothetical protein
LEFGBFNB_01467	CDS	477	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
LEFGBFNB_01468	CDS	273				hypothetical protein
LEFGBFNB_01469	CDS	207				hypothetical protein
LEFGBFNB_01470	CDS	735	argH	4.3.2.1	COG0165	Argininosuccinate lyase
LEFGBFNB_01471	CDS	213				hypothetical protein
LEFGBFNB_01472	CDS	177				hypothetical protein
LEFGBFNB_01473	CDS	114				hypothetical protein
LEFGBFNB_01474	CDS	183	odhA		COG0508	2-oxoglutarate dehydrogenase E1/E2 component
LEFGBFNB_01475	CDS	366				hypothetical protein
LEFGBFNB_01476	CDS	264				hypothetical protein
LEFGBFNB_01477	CDS	192				hypothetical protein
LEFGBFNB_01478	CDS	345				hypothetical protein
LEFGBFNB_01479	CDS	243				hypothetical protein
LEFGBFNB_01480	CDS	252				hypothetical protein
LEFGBFNB_01481	CDS	318				hypothetical protein
LEFGBFNB_01482	CDS	162				hypothetical protein
LEFGBFNB_01483	CDS	129				hypothetical protein
LEFGBFNB_01484	CDS	267				hypothetical protein
LEFGBFNB_01485	CDS	318				hypothetical protein
LEFGBFNB_01486	CDS	171				hypothetical protein
LEFGBFNB_01487	CDS	306				hypothetical protein
LEFGBFNB_01488	CDS	168				hypothetical protein
LEFGBFNB_01489	CDS	387				hypothetical protein
LEFGBFNB_01490	CDS	216				hypothetical protein
LEFGBFNB_01491	CDS	315	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
LEFGBFNB_01492	CDS	243				hypothetical protein
LEFGBFNB_01493	CDS	180				hypothetical protein
LEFGBFNB_01494	CDS	372				hypothetical protein
LEFGBFNB_01495	CDS	210				hypothetical protein
LEFGBFNB_01496	CDS	174				hypothetical protein
LEFGBFNB_01497	CDS	120				hypothetical protein
LEFGBFNB_01498	CDS	282				hypothetical protein
LEFGBFNB_01499	tRNA	75				tRNA-Leu(taa)
LEFGBFNB_01500	CDS	192				hypothetical protein
LEFGBFNB_01501	CDS	210				hypothetical protein
LEFGBFNB_01502	CDS	159				hypothetical protein
LEFGBFNB_01503	CDS	147				hypothetical protein
LEFGBFNB_01504	CDS	189				hypothetical protein
LEFGBFNB_01505	CDS	264	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
LEFGBFNB_01506	CDS	111				hypothetical protein
LEFGBFNB_01507	CDS	258				hypothetical protein
LEFGBFNB_01508	CDS	273				hypothetical protein
LEFGBFNB_01509	CDS	351				hypothetical protein
LEFGBFNB_01510	CDS	381		3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase
LEFGBFNB_01511	CDS	285				hypothetical protein
LEFGBFNB_01512	CDS	252				hypothetical protein
LEFGBFNB_01513	CDS	135				hypothetical protein
LEFGBFNB_01514	CDS	207				hypothetical protein
LEFGBFNB_01515	CDS	120				hypothetical protein
LEFGBFNB_01516	CDS	177				hypothetical protein
LEFGBFNB_01517	CDS	204				hypothetical protein
LEFGBFNB_01518	CDS	183				hypothetical protein
LEFGBFNB_01519	CDS	1254	metB_2	2.5.1.48	COG0626	Cystathionine gamma-synthase
LEFGBFNB_01520	CDS	1332				hypothetical protein
LEFGBFNB_01521	CDS	510				hypothetical protein
LEFGBFNB_01522	CDS	1488	pdtaS	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
LEFGBFNB_01523	CDS	1212				hypothetical protein
LEFGBFNB_01524	CDS	1626	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
LEFGBFNB_01525	CDS	2004	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
LEFGBFNB_01526	CDS	300		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11
LEFGBFNB_01527	CDS	906				hypothetical protein
LEFGBFNB_01528	CDS	717	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
LEFGBFNB_01529	CDS	1410	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
LEFGBFNB_01530	CDS	666	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
LEFGBFNB_01531	CDS	1251				hypothetical protein
LEFGBFNB_01532	CDS	1251				hypothetical protein
LEFGBFNB_01533	CDS	1440				hypothetical protein
LEFGBFNB_01534	CDS	1005	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
LEFGBFNB_01535	CDS	423				hypothetical protein
LEFGBFNB_01536	CDS	456				hypothetical protein
LEFGBFNB_01537	CDS	1671				hypothetical protein
LEFGBFNB_01538	CDS	828	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
LEFGBFNB_01539	CDS	2193				hypothetical protein
LEFGBFNB_01540	CDS	816	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
LEFGBFNB_01541	CDS	891	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
LEFGBFNB_01542	CDS	276	malT_3			HTH-type transcriptional regulator MalT
LEFGBFNB_01543	CDS	1020		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
LEFGBFNB_01544	CDS	348				hypothetical protein
LEFGBFNB_01545	CDS	654	cat3	2.3.1.28		Chloramphenicol acetyltransferase 3
LEFGBFNB_01546	CDS	597	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
LEFGBFNB_01547	CDS	1362				hypothetical protein
LEFGBFNB_01548	CDS	246				hypothetical protein
LEFGBFNB_01549	CDS	345	mazF6	3.1.27.-	COG2337	Endoribonuclease MazF6
LEFGBFNB_01550	CDS	96				hypothetical protein
LEFGBFNB_01551	CDS	717				hypothetical protein
LEFGBFNB_01552	CDS	1299			COG1366	putative protein
LEFGBFNB_01553	CDS	2451	gyrA_2	5.6.2.2	COG0188	DNA gyrase subunit A
LEFGBFNB_01554	CDS	375				hypothetical protein
LEFGBFNB_01555	CDS	219				hypothetical protein
LEFGBFNB_01556	CDS	135				hypothetical protein
LEFGBFNB_01557	CDS	1110				hypothetical protein
LEFGBFNB_01558	CDS	954	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
LEFGBFNB_01559	CDS	150				hypothetical protein
LEFGBFNB_01560	CDS	717	cysT			Sulfate transport system permease protein CysT
LEFGBFNB_01561	CDS	858	cysW		COG4208	Sulfate transport system permease protein CysW
LEFGBFNB_01562	CDS	1092	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
LEFGBFNB_01563	CDS	507				hypothetical protein
LEFGBFNB_01564	CDS	207				hypothetical protein
LEFGBFNB_01565	CDS	723	nasF	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
LEFGBFNB_01566	CDS	1539	bglB_1	3.2.1.21		Beta-glucosidase B
LEFGBFNB_01567	CDS	1086	rbsR_2		COG1609	Ribose operon repressor
LEFGBFNB_01568	CDS	1977	copB	7.2.2.8		Copper-exporting P-type ATPase B
LEFGBFNB_01569	CDS	447				hypothetical protein
LEFGBFNB_01570	CDS	474				hypothetical protein
LEFGBFNB_01571	CDS	312				hypothetical protein
LEFGBFNB_01572	CDS	504				hypothetical protein
LEFGBFNB_01573	CDS	375				hypothetical protein
LEFGBFNB_01574	CDS	861				hypothetical protein
LEFGBFNB_01575	CDS	642				hypothetical protein
LEFGBFNB_01576	CDS	771	ktrA		COG0569	Ktr system potassium uptake protein A
LEFGBFNB_01577	CDS	1377	ktrB_1		COG0168	Ktr system potassium uptake protein B
LEFGBFNB_01578	CDS	570				hypothetical protein
LEFGBFNB_01579	CDS	279				hypothetical protein
LEFGBFNB_01580	CDS	1320	ndh	1.6.99.3	COG1252	NADH dehydrogenase
LEFGBFNB_01581	CDS	480				hypothetical protein
LEFGBFNB_01582	CDS	1764				hypothetical protein
LEFGBFNB_01583	CDS	1923				hypothetical protein
LEFGBFNB_01584	CDS	756				hypothetical protein
LEFGBFNB_01585	CDS	900	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEFGBFNB_01586	CDS	201				hypothetical protein
LEFGBFNB_01587	CDS	447	rplI		COG0359	50S ribosomal protein L9
LEFGBFNB_01588	CDS	237	rpsR1		COG0238	30S ribosomal protein S18 1
LEFGBFNB_01589	CDS	546	ssb		COG0629	Single-stranded DNA-binding protein
LEFGBFNB_01590	CDS	291	rpsF		COG0360	30S ribosomal protein S6
LEFGBFNB_01591	CDS	2382	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
LEFGBFNB_01592	CDS	696				hypothetical protein
LEFGBFNB_01593	CDS	1092	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
LEFGBFNB_01594	CDS	1065	yedI		COG2354	Inner membrane protein YedI
LEFGBFNB_01595	CDS	1308				hypothetical protein
LEFGBFNB_01596	CDS	888	fgd_3	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
LEFGBFNB_01597	CDS	636	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
LEFGBFNB_01598	CDS	1509	leuC	4.2.1.33		3-isopropylmalate dehydratase large subunit
LEFGBFNB_01599	CDS	186				hypothetical protein
LEFGBFNB_01600	CDS	1215				hypothetical protein
LEFGBFNB_01601	CDS	984	nikB		COG0601	Nickel transport system permease protein NikB
LEFGBFNB_01602	CDS	816	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
LEFGBFNB_01603	CDS	864	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
LEFGBFNB_01604	CDS	1671				hypothetical protein
LEFGBFNB_01605	CDS	816	bglB_2	3.2.1.21	COG1472	Thermostable beta-glucosidase B
LEFGBFNB_01606	CDS	543				hypothetical protein
LEFGBFNB_01607	CDS	1554				hypothetical protein
LEFGBFNB_01608	CDS	1350	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
LEFGBFNB_01609	CDS	1092	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
LEFGBFNB_01610	CDS	789				hypothetical protein
LEFGBFNB_01611	CDS	816				hypothetical protein
LEFGBFNB_01612	CDS	1353	noc			Nucleoid occlusion protein
LEFGBFNB_01613	CDS	1305				Iron-sulfur cluster carrier protein
LEFGBFNB_01614	CDS	663	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
LEFGBFNB_01615	CDS	531				hypothetical protein
LEFGBFNB_01616	CDS	1065	yidC		COG0706	Membrane protein insertase YidC
LEFGBFNB_01617	CDS	336	yidD			Putative membrane protein insertion efficiency factor
LEFGBFNB_01618	CDS	285	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
LEFGBFNB_01619	CDS	1419	dnaA			Chromosomal replication initiator protein DnaA
LEFGBFNB_01620	CDS	1071				hypothetical protein
LEFGBFNB_01621	CDS	1131	griR			Beta sliding clamp GriR
LEFGBFNB_01622	CDS	936		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
LEFGBFNB_01623	CDS	204				hypothetical protein
LEFGBFNB_01624	CDS	291				hypothetical protein
LEFGBFNB_01625	CDS	933				hypothetical protein
LEFGBFNB_01626	CDS	213				hypothetical protein
LEFGBFNB_01627	CDS	465				hypothetical protein
LEFGBFNB_01628	CDS	1227	nagZ	3.2.1.52		Beta-hexosaminidase
LEFGBFNB_01629	CDS	234				hypothetical protein
LEFGBFNB_01630	CDS	330				hypothetical protein
LEFGBFNB_01631	CDS	969	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
LEFGBFNB_01632	CDS	309				hypothetical protein
LEFGBFNB_01633	CDS	222				hypothetical protein
LEFGBFNB_01634	CDS	1449	aceB_2	2.3.3.9	COG2225	Malate synthase A
LEFGBFNB_01635	CDS	126				hypothetical protein
LEFGBFNB_01636	CDS	1797	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
LEFGBFNB_01637	CDS	1167				hypothetical protein
LEFGBFNB_01638	CDS	663	liaR_5		COG2197	Transcriptional regulatory protein LiaR
LEFGBFNB_01639	CDS	438				hypothetical protein
LEFGBFNB_01640	CDS	609				hypothetical protein
LEFGBFNB_01641	CDS	783				hypothetical protein
LEFGBFNB_01642	CDS	894	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LEFGBFNB_01643	CDS	1194				hypothetical protein
LEFGBFNB_01644	CDS	1032	ccpA_1		COG1609	Catabolite control protein A
LEFGBFNB_01645	CDS	567	argA	2.3.1.1	COG1246	Amino-acid acetyltransferase
LEFGBFNB_01646	CDS	951	deoR_2		COG2390	Deoxyribonucleoside regulator
LEFGBFNB_01647	CDS	1749	glpD2	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
LEFGBFNB_01648	CDS	747	glpF_1		COG0580	putative glycerol uptake facilitator protein
LEFGBFNB_01649	CDS	1635	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
LEFGBFNB_01650	CDS	918	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
LEFGBFNB_01651	CDS	1155				hypothetical protein
LEFGBFNB_01652	CDS	999				hypothetical protein
LEFGBFNB_01653	CDS	738	gpmA_2	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
LEFGBFNB_01654	CDS	531		1.1.98.-		F420H(2)-dependent quinone reductase
LEFGBFNB_01655	CDS	1296	mshA_2	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
LEFGBFNB_01656	CDS	315				hypothetical protein
LEFGBFNB_01657	CDS	549				hypothetical protein
LEFGBFNB_01658	CDS	906		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
LEFGBFNB_01659	CDS	3009	embB	2.4.2.-		putative arabinosyltransferase B
LEFGBFNB_01660	CDS	1062	gmd_1	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
LEFGBFNB_01661	CDS	948	gmd_2	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
LEFGBFNB_01662	CDS	492	dnaG_1	2.7.7.-	COG0358	DNA primase
LEFGBFNB_01663	tRNA	75				tRNA-Asn(gtt)
LEFGBFNB_01664	CDS	516				hypothetical protein
LEFGBFNB_01665	tRNA	76				tRNA-Met(cat)
LEFGBFNB_01666	CDS	522		2.3.1.-		Putative acetyltransferase
LEFGBFNB_01667	CDS	426				hypothetical protein
LEFGBFNB_01668	CDS	765				hypothetical protein
LEFGBFNB_01669	CDS	306				hypothetical protein
LEFGBFNB_01670	CDS	330				hypothetical protein
LEFGBFNB_01671	CDS	795	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LEFGBFNB_01672	CDS	801				hypothetical protein
LEFGBFNB_01673	CDS	792	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
LEFGBFNB_01674	CDS	498				hypothetical protein
LEFGBFNB_01675	CDS	1200	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
LEFGBFNB_01676	CDS	168				hypothetical protein
LEFGBFNB_01677	CDS	141				hypothetical protein
LEFGBFNB_01678	CDS	2079	gyrB_3	5.6.2.2	COG0187	DNA gyrase subunit B
LEFGBFNB_01679	CDS	444				hypothetical protein
LEFGBFNB_01680	CDS	1068				hypothetical protein
LEFGBFNB_01681	CDS	1812				hypothetical protein
LEFGBFNB_01682	CDS	834				hypothetical protein
LEFGBFNB_01683	CDS	1833				hypothetical protein
LEFGBFNB_01684	tRNA	94				tRNA-Thr(ggt)
LEFGBFNB_01685	CDS	471				hypothetical protein
LEFGBFNB_01686	CDS	183				hypothetical protein
LEFGBFNB_01687	CDS	180				hypothetical protein
LEFGBFNB_01688	CDS	510				hypothetical protein
LEFGBFNB_01689	CDS	846				hypothetical protein
LEFGBFNB_01690	CDS	261				hypothetical protein
LEFGBFNB_01691	CDS	408				hypothetical protein
LEFGBFNB_01692	CDS	414	nagR		COG2188	HTH-type transcriptional repressor NagR
LEFGBFNB_01693	CDS	960	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEFGBFNB_01694	CDS	810				hypothetical protein
LEFGBFNB_01695	CDS	1116	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
LEFGBFNB_01696	CDS	807				hypothetical protein
LEFGBFNB_01697	CDS	684	glpG	3.4.21.105		Rhomboid protease GlpG
LEFGBFNB_01698	CDS	255	crgA			Cell division protein CrgA
LEFGBFNB_01699	CDS	810				hypothetical protein
LEFGBFNB_01700	CDS	780	srtE1	3.4.22.70	COG3764	Sortase SrtE1
LEFGBFNB_01701	CDS	201				hypothetical protein
LEFGBFNB_01702	CDS	2229	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
LEFGBFNB_01703	CDS	1236	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
LEFGBFNB_01704	CDS	1629				hypothetical protein
LEFGBFNB_01705	CDS	1155	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
LEFGBFNB_01706	CDS	918	dasC_3		COG0395	Diacetylchitobiose uptake system permease protein DasC
LEFGBFNB_01707	CDS	1365				hypothetical protein
LEFGBFNB_01708	CDS	1323	malE_1		COG2182	Maltose/maltodextrin-binding periplasmic protein
LEFGBFNB_01709	CDS	2094		3.2.1.23		Beta-galactosidase
LEFGBFNB_01710	CDS	645				hypothetical protein
LEFGBFNB_01711	CDS	303				hypothetical protein
LEFGBFNB_01712	CDS	726	degU_1		COG2197	Transcriptional regulatory protein DegU
LEFGBFNB_01713	CDS	948				hypothetical protein
LEFGBFNB_01714	CDS	861	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEFGBFNB_01715	CDS	303				hypothetical protein
LEFGBFNB_01716	CDS	231				hypothetical protein
LEFGBFNB_01717	CDS	483				hypothetical protein
LEFGBFNB_01718	CDS	690				hypothetical protein
LEFGBFNB_01719	CDS	288				hypothetical protein
LEFGBFNB_01720	CDS	1497	uxaC	5.3.1.12	COG1904	Uronate isomerase
LEFGBFNB_01721	CDS	2034	aguA	3.2.1.131		Xylan alpha-(1->2)-glucuronosidase
LEFGBFNB_01722	CDS	912	sigJ_1			ECF RNA polymerase sigma factor SigJ
LEFGBFNB_01723	CDS	2115	bgaP	3.2.1.23		Beta-galactosidase BgaP
LEFGBFNB_01724	CDS	396				hypothetical protein
LEFGBFNB_01725	CDS	1386				hypothetical protein
LEFGBFNB_01726	CDS	810				hypothetical protein
LEFGBFNB_01727	CDS	729				hypothetical protein
LEFGBFNB_01728	CDS	429				hypothetical protein
LEFGBFNB_01729	CDS	831	wbbD	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
LEFGBFNB_01730	CDS	975				hypothetical protein
LEFGBFNB_01731	CDS	1209	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
LEFGBFNB_01732	CDS	930	lcpB_1		COG1316	putative cell wall biosynthesis protein LcpB
LEFGBFNB_01733	CDS	2064				hypothetical protein
LEFGBFNB_01734	CDS	513	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
LEFGBFNB_01735	CDS	621	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
LEFGBFNB_01736	CDS	2373	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
LEFGBFNB_01737	CDS	816	etfB		COG2086	Electron transfer flavoprotein subunit beta
LEFGBFNB_01738	CDS	825				hypothetical protein
LEFGBFNB_01739	CDS	2343	ponA1		COG0744	Penicillin-binding protein 1A
LEFGBFNB_01740	CDS	210				hypothetical protein
LEFGBFNB_01741	CDS	498				hypothetical protein
LEFGBFNB_01742	CDS	1212				hypothetical protein
LEFGBFNB_01743	CDS	396	ulaF	5.1.3.4		L-ribulose-5-phosphate 4-epimerase UlaF
LEFGBFNB_01744	CDS	1509	araA	5.3.1.4		L-arabinose isomerase
LEFGBFNB_01745	CDS	999				hypothetical protein
LEFGBFNB_01746	CDS	258				hypothetical protein
LEFGBFNB_01747	CDS	378				hypothetical protein
LEFGBFNB_01748	CDS	672	rex		COG2344	Redox-sensing transcriptional repressor Rex
LEFGBFNB_01749	CDS	339				hypothetical protein
LEFGBFNB_01750	CDS	816	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
