locus_tag	ftype	length_bp	gene	EC_number	COG	product
OAMJEAKI_01114	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
OAMJEAKI_01115	CDS	675	dedD			Cell division protein DedD
OAMJEAKI_01116	CDS	489	cvpA		COG1286	Colicin V production protein
OAMJEAKI_01117	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
OAMJEAKI_01118	CDS	1428	rocR		COG3829	Arginine utilization regulatory protein RocR
OAMJEAKI_01119	CDS	1398	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
OAMJEAKI_01120	CDS	1422	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
OAMJEAKI_01121	CDS	1104	orr	5.1.1.12	COG3457	Ornithine racemase
OAMJEAKI_01122	CDS	1407	rocC		COG0833	Amino-acid permease RocC
OAMJEAKI_01123	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
OAMJEAKI_01124	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
OAMJEAKI_01125	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
OAMJEAKI_01126	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
OAMJEAKI_01127	CDS	708	hisM		COG4160	Histidine transport system permease protein HisM
OAMJEAKI_01128	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
OAMJEAKI_01129	CDS	894				Epimerase family protein
OAMJEAKI_01130	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
OAMJEAKI_01131	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
OAMJEAKI_01132	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
OAMJEAKI_01133	CDS	555	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
OAMJEAKI_01134	CDS	1020	gntR_3			HTH-type transcriptional regulator GntR
OAMJEAKI_01135	CDS	444	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
OAMJEAKI_01136	CDS	273				hypothetical protein
OAMJEAKI_01137	CDS	1392	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
OAMJEAKI_01138	CDS	831	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
OAMJEAKI_01139	CDS	954	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
OAMJEAKI_01140	CDS	1521				hypothetical protein
OAMJEAKI_01141	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
OAMJEAKI_01142	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
OAMJEAKI_01143	CDS	456				hypothetical protein
OAMJEAKI_01144	CDS	495				hypothetical protein
OAMJEAKI_01145	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
OAMJEAKI_01146	CDS	1827				hypothetical protein
OAMJEAKI_01147	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
OAMJEAKI_01148	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
OAMJEAKI_01149	CDS	936	hdfR_3			HTH-type transcriptional regulator HdfR
OAMJEAKI_01150	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
OAMJEAKI_01151	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
OAMJEAKI_01152	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
OAMJEAKI_01153	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
OAMJEAKI_01154	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
OAMJEAKI_01155	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
OAMJEAKI_01156	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
OAMJEAKI_01157	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
OAMJEAKI_01158	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
OAMJEAKI_01159	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
OAMJEAKI_01160	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
OAMJEAKI_01161	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
OAMJEAKI_01162	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
OAMJEAKI_01163	CDS	1782				hypothetical protein
OAMJEAKI_01164	CDS	1002	cheV		COG0784	Chemotaxis protein CheV
OAMJEAKI_01165	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
OAMJEAKI_01166	CDS	462	elaA		COG2153	Protein ElaA
OAMJEAKI_01167	CDS	306	elaB		COG4575	Protein ElaB
OAMJEAKI_01168	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
OAMJEAKI_01169	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
OAMJEAKI_01170	CDS	759	menH_1	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OAMJEAKI_01171	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
OAMJEAKI_01172	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
OAMJEAKI_01173	CDS	1368	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
OAMJEAKI_01174	CDS	258	pmrD			Signal transduction protein PmrD
OAMJEAKI_01175	CDS	378	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
OAMJEAKI_01176	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
OAMJEAKI_01177	CDS	1647	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
OAMJEAKI_01178	CDS	900	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
OAMJEAKI_01179	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
OAMJEAKI_01180	CDS	984	arnC	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
OAMJEAKI_01181	CDS	1140	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
OAMJEAKI_01182	CDS	393	ais_1	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
OAMJEAKI_01183	CDS	216	ais_2	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
OAMJEAKI_01184	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
OAMJEAKI_01185	CDS	567				hypothetical protein
OAMJEAKI_01186	CDS	1197	pncC_1	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
OAMJEAKI_01187	CDS	783	rhmR_2		COG1414	putative HTH-type transcriptional regulator RhmR
OAMJEAKI_01188	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
OAMJEAKI_01189	CDS	1290	rhmT			Inner membrane transport protein RhmT
OAMJEAKI_01190	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
OAMJEAKI_01191	CDS	177				hypothetical protein
OAMJEAKI_01192	CDS	1023	sseL	3.4.22.-		Deubiquitinase SseL
OAMJEAKI_01193	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
OAMJEAKI_01194	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
OAMJEAKI_01195	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
OAMJEAKI_01196	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
OAMJEAKI_01197	CDS	1083	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
OAMJEAKI_01198	CDS	879	gltC_2			HTH-type transcriptional regulator GltC
OAMJEAKI_01199	CDS	1218	cntE			Staphylopine export protein
OAMJEAKI_01200	CDS	255				hypothetical protein
OAMJEAKI_01201	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
OAMJEAKI_01202	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
OAMJEAKI_01203	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
OAMJEAKI_01204	CDS	885				hypothetical protein
OAMJEAKI_01205	CDS	1326	ttuB_3			Putative tartrate transporter
OAMJEAKI_01206	CDS	1203	rspA_1	4.2.1.-	COG4948	D-galactonate dehydratase family member RspA
OAMJEAKI_01207	CDS	2637	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
OAMJEAKI_01208	CDS	2847	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
OAMJEAKI_01209	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
OAMJEAKI_01210	CDS	2670	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
OAMJEAKI_01211	CDS	1137	ompC_1		COG3203	Outer membrane porin C
OAMJEAKI_01212	CDS	1053	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
OAMJEAKI_01213	CDS	1059	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
OAMJEAKI_01214	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
OAMJEAKI_01215	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
OAMJEAKI_01216	CDS	507	eco		COG4574	Ecotin
OAMJEAKI_01217	CDS	132				hypothetical protein
OAMJEAKI_01218	CDS	492	napF_2		COG1145	Ferredoxin-type protein NapF
OAMJEAKI_01219	CDS	264	napD		COG3062	Chaperone NapD
OAMJEAKI_01220	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
OAMJEAKI_01221	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
OAMJEAKI_01222	CDS	870	napH		COG0348	Ferredoxin-type protein NapH
OAMJEAKI_01223	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
OAMJEAKI_01224	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
OAMJEAKI_01225	CDS	618	ccmA_3	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
OAMJEAKI_01226	CDS	657	ccmB_3		COG2386	Heme exporter protein B
OAMJEAKI_01227	CDS	738	ccmC_3		COG0755	Heme exporter protein C
OAMJEAKI_01228	CDS	213	ccmD_3		COG3114	Heme exporter protein D
OAMJEAKI_01229	CDS	480	ccmE_3		COG2332	Cytochrome c-type biogenesis protein CcmE
OAMJEAKI_01230	CDS	1932	ccmF_3		COG1138	Cytochrome c-type biogenesis protein CcmF
OAMJEAKI_01231	CDS	558	dsbE_3		COG0526	Thiol:disulfide interchange protein DsbE
OAMJEAKI_01232	CDS	375				hypothetical protein
OAMJEAKI_01233	CDS	246				IS200/IS605 family transposase IS200F
OAMJEAKI_01234	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
OAMJEAKI_01235	CDS	1374	ribZ			Riboflavin transporter RibZ
OAMJEAKI_01236	CDS	108				hypothetical protein
OAMJEAKI_01237	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
OAMJEAKI_01238	CDS	240				hypothetical protein
OAMJEAKI_01239	CDS	144	mgrB			PhoP/PhoQ regulator MgrB
OAMJEAKI_01240	CDS	288				hypothetical protein
OAMJEAKI_01241	CDS	210	cspC			Cold shock-like protein CspC
OAMJEAKI_01242	CDS	1746	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
OAMJEAKI_01243	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
OAMJEAKI_01244	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
OAMJEAKI_01245	CDS	459				hypothetical protein
OAMJEAKI_01246	CDS	852	manZ_2		COG3716	PTS system mannose-specific EIID component
OAMJEAKI_01247	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
OAMJEAKI_01248	CDS	969	manX	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
OAMJEAKI_01249	CDS	1560				hypothetical protein
OAMJEAKI_01250	CDS	1602	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
OAMJEAKI_01251	CDS	1365	sdaA_1	4.3.1.17	COG1760	L-serine dehydratase 1
OAMJEAKI_01252	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
OAMJEAKI_01253	CDS	1365	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
OAMJEAKI_01254	CDS	180				hypothetical protein
OAMJEAKI_01255	CDS	345	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
OAMJEAKI_01256	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
OAMJEAKI_01257	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
OAMJEAKI_01258	CDS	582	slp		COG3065	Outer membrane protein Slp
OAMJEAKI_01259	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
OAMJEAKI_01260	CDS	246				IS200/IS605 family transposase IS200F
OAMJEAKI_01261	CDS	5733				hypothetical protein
OAMJEAKI_01262	CDS	1374	cysG		COG0007	Siroheme synthase
OAMJEAKI_01263	CDS	810	nirC		COG2116	Nitrite transporter NirC
OAMJEAKI_01264	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
OAMJEAKI_01265	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
OAMJEAKI_01266	CDS	1182	tsgA		COG0477	Protein TsgA
OAMJEAKI_01267	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
OAMJEAKI_01268	CDS	273				hypothetical protein
OAMJEAKI_01269	CDS	603	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
OAMJEAKI_01270	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
OAMJEAKI_01271	CDS	1218	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
OAMJEAKI_01272	CDS	2088				hypothetical protein
OAMJEAKI_01273	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
OAMJEAKI_01274	CDS	405	yhfA		COG1765	Protein YhfA
OAMJEAKI_01275	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
OAMJEAKI_01276	CDS	219				hypothetical protein
OAMJEAKI_01277	CDS	1023				hypothetical protein
OAMJEAKI_01278	CDS	312	ydhR	1.-.-.-		Putative monooxygenase YdhR
OAMJEAKI_01279	CDS	222				hypothetical protein
OAMJEAKI_01280	CDS	1908	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
OAMJEAKI_01281	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
OAMJEAKI_01282	CDS	1806	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
OAMJEAKI_01283	CDS	201				hypothetical protein
OAMJEAKI_01284	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
OAMJEAKI_01285	CDS	219	slyX			Protein SlyX
OAMJEAKI_01286	CDS	819	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
OAMJEAKI_01287	CDS	723	dauR		COG2964	Transcriptional regulator DauR
OAMJEAKI_01288	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
OAMJEAKI_01289	CDS	357	tusC		COG2923	Protein TusC
OAMJEAKI_01290	CDS	288	tusB		COG2168	Protein TusB
OAMJEAKI_01291	CDS	375	rpsL		COG0048	30S ribosomal protein S12
OAMJEAKI_01292	CDS	471	rpsG		COG0049	30S ribosomal protein S7
OAMJEAKI_01293	CDS	2115	fusA		COG0480	Elongation factor G
OAMJEAKI_01294	CDS	1197				hypothetical protein
OAMJEAKI_01295	CDS	246				IS200/IS605 family transposase IS200F
OAMJEAKI_01296	CDS	684				IS3 family transposase ISSen1
OAMJEAKI_01297	CDS	402				IS3 family transposase ISSen1
OAMJEAKI_01298	tRNA	88				tRNA-Ser(gga)
OAMJEAKI_01299	CDS	678	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
OAMJEAKI_01300	CDS	861				hypothetical protein
OAMJEAKI_01301	CDS	912	dmlR_3			HTH-type transcriptional regulator DmlR
OAMJEAKI_01302	CDS	219	infA		COG0361	Translation initiation factor IF-1
OAMJEAKI_01303	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
OAMJEAKI_01304	CDS	1722	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
OAMJEAKI_01305	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
OAMJEAKI_01306	CDS	969	trxB	1.8.1.9	COG0492	Thioredoxin reductase
OAMJEAKI_01307	CDS	495	lrp_1		COG1522	Leucine-responsive regulatory protein
OAMJEAKI_01308	CDS	4086				hypothetical protein
OAMJEAKI_01309	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
OAMJEAKI_01310	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
OAMJEAKI_01311	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
OAMJEAKI_01312	CDS	2445	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
OAMJEAKI_01313	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OAMJEAKI_01314	CDS	864	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
OAMJEAKI_01315	CDS	1149	ycaD			putative MFS-type transporter YcaD
OAMJEAKI_01316	CDS	1422	ycaM		COG0531	Inner membrane transporter YcaM
OAMJEAKI_01317	CDS	798	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
OAMJEAKI_01318	CDS	168				hypothetical protein
OAMJEAKI_01319	CDS	960	sopD2			Secreted effector protein sopD2
OAMJEAKI_01320	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
OAMJEAKI_01321	CDS	858	focA		COG2116	putative formate transporter 1
OAMJEAKI_01322	CDS	1836	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
OAMJEAKI_01323	CDS	693				hypothetical protein
OAMJEAKI_01324	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
OAMJEAKI_01325	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
OAMJEAKI_01326	CDS	762	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
OAMJEAKI_01327	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
OAMJEAKI_01328	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
OAMJEAKI_01329	CDS	285	ihfB		COG0776	Integration host factor subunit beta
OAMJEAKI_01330	CDS	2265				hypothetical protein
OAMJEAKI_01331	CDS	1749	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
OAMJEAKI_01332	CDS	978	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
OAMJEAKI_01333	CDS	1233				hypothetical protein
OAMJEAKI_01334	CDS	183				hypothetical protein
OAMJEAKI_01335	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
OAMJEAKI_01336	CDS	894				hypothetical protein
OAMJEAKI_01337	CDS	777				hypothetical protein
OAMJEAKI_01338	CDS	804	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
OAMJEAKI_01339	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
OAMJEAKI_01340	CDS	705	mukE		COG3095	Chromosome partition protein MukE
OAMJEAKI_01341	CDS	4467	mukB		COG3096	Chromosome partition protein MukB
OAMJEAKI_01342	CDS	1842	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
OAMJEAKI_01343	CDS	549				hypothetical protein
OAMJEAKI_01344	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
OAMJEAKI_01345	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
OAMJEAKI_01346	CDS	1092	ompF		COG3203	Outer membrane porin F
OAMJEAKI_01347	CDS	153				hypothetical protein
OAMJEAKI_01348	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
OAMJEAKI_01349	CDS	462	lrp_2		COG1522	Leucine-responsive regulatory protein
OAMJEAKI_01350	CDS	1215	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
OAMJEAKI_01351	CDS	1437	alsT_1		COG1115	Amino-acid carrier protein AlsT
OAMJEAKI_01352	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
OAMJEAKI_01353	CDS	1293	intQ		COG0582	Putative defective protein IntQ
OAMJEAKI_01354	CDS	249				hypothetical protein
OAMJEAKI_01355	CDS	240				hypothetical protein
OAMJEAKI_01356	CDS	1110				hypothetical protein
OAMJEAKI_01357	CDS	2928				hypothetical protein
OAMJEAKI_01358	CDS	144				hypothetical protein
OAMJEAKI_01359	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
OAMJEAKI_01360	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
OAMJEAKI_01361	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
OAMJEAKI_01362	CDS	1587	zraS	2.7.13.3		Sensor protein ZraS
OAMJEAKI_01363	CDS	456	zraP		COG3678	Zinc resistance-associated protein
OAMJEAKI_01364	CDS	693				hypothetical protein
OAMJEAKI_01365	CDS	273	hupA			DNA-binding protein HU-alpha
OAMJEAKI_01366	CDS	591			COG3068	putative protein
OAMJEAKI_01367	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
OAMJEAKI_01368	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
OAMJEAKI_01369	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
OAMJEAKI_01370	CDS	489	rsd		COG3160	Regulator of sigma D
OAMJEAKI_01371	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
OAMJEAKI_01372	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
OAMJEAKI_01373	CDS	759	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
OAMJEAKI_01374	CDS	174	thiS		COG2104	Sulfur carrier protein ThiS
OAMJEAKI_01375	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
OAMJEAKI_01376	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
OAMJEAKI_01377	CDS	1011				hypothetical protein
OAMJEAKI_01378	CDS	138				hypothetical protein
OAMJEAKI_01379	CDS	279				hypothetical protein
OAMJEAKI_01380	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
OAMJEAKI_01381	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
OAMJEAKI_01382	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
OAMJEAKI_01383	CDS	498	rplJ		COG0244	50S ribosomal protein L10
OAMJEAKI_01384	CDS	705	rplA		COG0081	50S ribosomal protein L1
OAMJEAKI_01385	CDS	429	rplK		COG0080	50S ribosomal protein L11
OAMJEAKI_01386	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
OAMJEAKI_01387	CDS	384	secE		COG0690	Protein translocase subunit SecE
OAMJEAKI_01388	CDS	891	tuf1_1			Elongation factor Tu 1
OAMJEAKI_01389	CDS	561	torD_2			Chaperone protein TorD
OAMJEAKI_01390	CDS	2280	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
OAMJEAKI_01391	CDS	558	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
OAMJEAKI_01392	CDS	768				hypothetical protein
OAMJEAKI_01393	CDS	429	uspG		COG0589	Universal stress protein UP12
OAMJEAKI_01394	CDS	1239		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
OAMJEAKI_01395	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
OAMJEAKI_01396	CDS	297	rna_1	4.6.1.21	COG3719	Ribonuclease I
OAMJEAKI_01397	CDS	489	rna_2	4.6.1.21	COG3719	Ribonuclease I
OAMJEAKI_01398	CDS	1464	ttdT		COG0471	L-tartrate/succinate antiporter
OAMJEAKI_01399	CDS	897	citG_2	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
OAMJEAKI_01400	CDS	552	citX_1	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
OAMJEAKI_01401	CDS	1530	citF_1	4.1.3.6	COG3051	Citrate lyase alpha chain
OAMJEAKI_01402	CDS	909	citE_1	4.1.3.6	COG2301	Citrate lyase subunit beta
OAMJEAKI_01403	CDS	297	citD_1		COG3052	Citrate lyase acyl carrier protein
OAMJEAKI_01404	CDS	1077	citC_1	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
OAMJEAKI_01405	CDS	1662	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
OAMJEAKI_01406	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
OAMJEAKI_01407	CDS	1386	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
OAMJEAKI_01408	CDS	573	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
OAMJEAKI_01409	CDS	210	cspE			Cold shock-like protein CspE
OAMJEAKI_01410	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
OAMJEAKI_01411	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
OAMJEAKI_01412	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
OAMJEAKI_01413	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
OAMJEAKI_01414	CDS	954	ybdO_1			putative HTH-type transcriptional regulator YbdO
OAMJEAKI_01415	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
OAMJEAKI_01416	CDS	264				hypothetical protein
OAMJEAKI_01417	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
OAMJEAKI_01418	CDS	1146	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
OAMJEAKI_01419	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
OAMJEAKI_01420	CDS	1902	mrdA_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
OAMJEAKI_01421	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
